##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##### Open this document in Excel, version 5 or later.;;;;;;;;;;;X
##### To convert the semicolon-separated list to a normal Excel table, first click on the 'A' above to select the entire 'A' column.;;;;;;;;;;;X
##### Select 'Data' -> 'Text to Columns' -> 'Delimited' -> 'Next';;;;;;;;;;;X
##### Check 'Semicolon' (ONLY!) -> 'Finish';;;;;;;;;;;X
##### Select column 'A' through 'K' (click + drag on letters above columns);;;;;;;;;;;X
##### Right-click anywhere on the sheet (inside the selection) and select 'Column width' and set it so that only THREE columns are visible ('45' with 1024 x 768 screen resolution);;;;;;;;;;;X
##### Right-click anywhere on the sheet again (still inside the selection) and select 'Format Cells' -> 'Alignment' -> check 'Wrap Text' + select 'Vertical: Top' -> 'OK';;;;;;;;;;;X
##### Place the cursor in cell C1 and select 'Window' -> 'Freeze Panes' (allows you to scroll horizontally to see any language in the rightmost coulmn while still having the string names/comments and the english original text in the left and middle column;;;;;;;;;;;X
##### CAREFULLY read the instructions in cells B18 ? B36;;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTES TO TRANSLATORS:;;;;;;;;;;X
##;エラー:510;;;;;;;;;;X
##;;;;;;;;;;;X
##;1) '%s' is for indicating where another string is inserted, and MAY NEVER BE REMOVED! If there are more than one '%s' in a string, they may NOT CHANGE PLACES.;;;;;;;;;;X
##;2) '%d' is for indicating where another integer value is inserted, and MAY NEVER BE REMOVED! If there are more than one '%d' in a string, they may not change places. ('%.1f' is used in exactly the same way but for non-integer values ?  '%c%d' is used for values that are displayed with a '+' or '-' sign in front, DO NOT CHANGE, ADD, OR REMOVE!);;;;;;;;;;X
##;3) '%t' is for indicating where the player's 'title' is inserted, however only in game message boxes.';;;;;;;;;;X
##;4) The characters '#' (hashmark), semicolon, '%' (percentage sign), '?' (paragraph sign), quotation marks and '\' (backslash) MAY NOT BE USED (except when used as control codes ? this will otherwise create serious problems!!! Quotation marks may not even be used in comments -- use a 'citation mark' (single) instead if necessary!);;;;;;;;;;X
##;5) A dollar sign, '$' will always automatically be replaced by the 'ducats' icon.;;;;;;;;;;X
##;6) Any row with a '#' in the first column (column 'A') will be ignored. However, you cannot use any paragraph characters in these rows!!!;;;;;;;;;;X
##;7) To insert a carriage return, insert a '\n' (backslash + n);;;;;;;;;;X
##;8) No formatting can be done in this file. To change the color of a text, insert the following codes in front of the word:;;;;;;;;;;X
##;ｧW = white text;;;;;;;;;;X
##;ｧY = orange text;;;;;;;;;;X
##;Note that the color change will be applied to all words after the code, until the end of the line that the word is printed on. If several words should have a color change, put the code in front of each of them to be on the safe side. If only one word should have a color change, make sure to reset the color after the word.;;;;;;;;;;X
##;9) Unless otherwise specifically stated, length of words and texts does not really matter THAT much (message boxes, rollover help boxes and buttons WILL stretch to fit the text string) ? however you will notice once the translation is inserted that space IS limited in quite a few areas? so be brief, and try not to use words that are considerably longer than the english original.;;;;;;;;;;X
##;10) ALL CELLS in column 'L' in this document MUST contain a character!;;;;;;;;;;X
##;11) The LAST CELL in the 'A' column MUST contain the string '#EOF';;;;;;;;;;X
##;12) If you want to begin a string with a ' (citation mark), you will need to type it twice (Excel will read the first one as a commentary which is not not exported into the actual text database file);;;;;;;;;;X
##;;;;;;;;;;;X
##;WHEN DONE: save as 'Semicolon Separated (.csv)' format, and make sure the file is called 'Text.csv'.;;;;;;;;;;X
##;;;;;;;;;;;X
##;NOTE: If Excel complains about an 'Error in formula' when the cell content begins with a '+' or '-' sign, type a ' (citation mark) in front of the plus or minus.;;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portuguese;Russian;;Extra2;X
#  ========================;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;エラー:510;;エラー:510;X
HIST_PART;参加;Participated in;;;;;;;;;X
HIST_DATE;%s;on %s;;;;;;;;;X
HIST_DATE2;%sから%sまで;between %s and %s;;;;;;;;;X
HIST_ATTACK;攻撃戦;attack on;;;;;;;;;X
HIST_DEFENSE;防衛戦;defense of;;;;;;;;;X
HIST_LEADERLAND;「%s」した戦闘は「%s」。「%s」。\n%sにおける「%s」での戦闘。\n作戦時期は、%s。相手国は、%s。;%s the %s %s %s involving %s forces that occurred %s against %s.;;;;;;;;;X
HIST_LEADERNAVAL;「%s」した海戦は「%s」。%sにおける「%s規模」での海戦。\n作戦時期は、%s。相手国は、%s。\n;%s the %s battle in %s involving %s that occurred %s against %s.;;;;;;;;;X
HIST_WE;我が軍の;We;;;;;;;;;X
HIST_THEY;敵軍の;They;;;;;;;;;X
HIST_LOSTSHIP;%s損失は、;%s lost ;;;;;;;;;X
##;;;;;;;;;;;X
SHARE_UNITS;師団;Divisions;;;;;;;;;X
##;;;;;;;;;;;X
NHEMIS;北半球;Northern Hemisphere;;;;;;;;;X
SHEMIS;南半球;Southern Hemisphere;;;;;;;;;X
##;;;;;;;;;;;X
WEATHER_CLEAR;快晴;Clear;;;;;;;;;X
WEATHER_FROZEN;氷点下;Frozen;;;;;;;;;X
WEATHER_RAINING;降雨;Raining;;;;;;;;;X
WEATHER_SNOWING;降雪;Snowing;;;;;;;;;X
WEATHER_STORM;暴風雨;Storm;;;;;;;;;X
WEATHER_BLIZZARD;吹雪;Blizzard;;;;;;;;;X
WEATHER_MUDDY;泥濘地;Muddy;;;;;;;;;X
##;;;;;;;;;;;X
CLIMATE;気候;Climate;;;;;;;;;X
CLIMATE_-;気候指定なし;No Climate Specified;;;;;;;;;X
CLIMATE_ARCTIC;寒帯気候;Arctic;;;;;;;;;X
CLIMATE_SUBARCTIC;亜寒帯気候;Subarctic;;;;;;;;;X
CLIMATE_TEMPERATE;温暖気候;Temperate;;;;;;;;;X
CLIMATE_MUDDY;温暖気候/泥濘地;Temperate/Muddy;;;;;;;;;X
CLIMATE_MEDITERRANEAN;地中海性気候;Mediterranean;;;;;;;;;X
CLIMATE_SUBTROPICAL;亜熱帯気候;Subtropical;;;;;;;;;X
CLIMATE_TROPICAL;熱帯気候;Tropical;;;;;;;;;X
CLIMATE_ARID;乾燥;Arid;;;;;;;;;X
##;;;;;;;;;;;X
TERRAIN_PLAINS;平原;Plains;;;;;;;;;X
TERRAIN_FOREST;森林;Forest;;;;;;;;;X
TERRAIN_MOUNTAIN;山岳;Mountain;;;;;;;;;X
TERRAIN_DESERT;砂漠;Desert;;;;;;;;;X
TERRAIN_MARSH;湿地;Marsh;;;;;;;;;X
TERRAIN_HILLS;丘陵;Hills;;;;;;;;;X
TERRAIN_JUNGLE;密林;Jungle;;;;;;;;;X
TERRAIN_URBAN;市街地;Urban;;;;;;;;;X
TERRAIN_OCEAN;海;Ocean;;;;;;;;;X
TERRAIN_RIVER;河川;River;;;;;;;;;X
TERRAIN_NONE;なし;None;;;;;;;;;X
##;;;;;;;;;;;X
ABONDON_TECH;ドクトリンを放棄する;Abandon doctrine;;;;;;;;;X
ABONDON_OK;OK;OK;;;;;;;;;X
ABONDON_CANCEL;キャンセル;Cancel;;;;;;;;;X
ABONDON_DOCTRINE_Q2;本当に「%s」を放棄してよろしいですか？;Do you really want to abandon %s ?;;;;;;;;;X
##;;;;;;;;;;;X
# Minister effects;;;;;;;;;;;X
##;;;;;;;;;;;X
MIN_RESEARCH_TIME_ALL;- 研究所要時間： %s%.0f\%%\n;- Research time: %s%.0f\%%\n;;;;;;;;;X
MIN_RESEARCH_TIME_ONE;- %s研究所要時間： %s%.0f\%%\n;- %s research time: %s%.0f\%%\n;;;;;;;;;X
MIN_RESEARCH_COST_ALL;- 研究費用： %s%.0f\%%\n;- Research cost: %s%.0f\%%\n;;;;;;;;;X
MIN_RESEARCH_COST_ONE;- %s%.0f\%%研究費用\n;- %s research cost: %s%.0f\%%\n;;;;;;;;;X
MIN_RESOURCE_ALL;- 資源生産： %s%.0f\%%\n;- Resource production: %s%.0f\%%\n;;;;;;;;;X
MIN_RESOURCE_ONE;- %s生産： %s%.0f\%%\n;- %s production: %s%.0f\%%\n;;;;;;;;;X
MIN_PRODUCTION;- %s： %s%.0f\%%\n;- %s: %s%.0f\%%\n;;;;;;;;;X
MIN_FOREIGN_IC;- 外国のICの使用： %s%.0f\%%\n;- Foreign IC Use: %s%.0f\%%\n;;;;;;;;;X
MIN_CONSTRUCTION_TIME;- %s建設時間： %s%.0f\%%\n;- %s build time: %s%.0f\%%\n;;;;;;;;;X
MIN_CONSTRUCTION_COST;- %s建設コスト： %s%.0f\%%\n;- %s build cost: %s%.0f\%%\n;;;;;;;;;X
MIN_CONSTRUCTION_TIME_AND_COST;- %s建設時間とコスト： %s%.0f\%%\n;- %s build time and cost: %s%.0f\%%\n;;;;;;;;;X
MIN_PROVINCE_CONSTRUCTIONS;プロヴィンス建造物;Province constructions;;;;;;;;;X
MIN_ALL_UNITS_STRING;ユニット;Units;;;;;;;;;X
MIN_ALL_BRIGADES_STRING;旅団;Brigades;;;;;;;;;X
MIN_ALLIANCE_STRING;同盟;Alliance;;;;;;;;;X
MIN_ORG_BONUS;- %s指揮統制： %s%.0f\%%\n;- %s Organization: %s%.0f\%%\n;;;;;;;;;X
MIN_MORALE_BONUS;- %s指揮統制の回復： %s%.0f\%%\n;- %s Org. Regain: %s%.0f\%%\n;;;;;;;;;X
MIN_ATTACK_BONUS;- %s攻勢戦闘修正： %s%.0f\%%\n;- %s Off. Combat Modifier: %s%.0f\%%\n;;;;;;;;;X
MIN_DEFENCE_BONUS;- %s防御戦闘修正： %s%.0f\%%\n;- %s Def. Combat Modifier: %s%.0f\%%\n;;;;;;;;;X
MIN_DIPLO_CHANCES;- %s %s： %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;;;;;;;;;X
MIN_DIPLO_COST;- %s： %d (%d)\n;- %s: %d (%d)\n;;;;;;;;;X
MIN_DIPLO_COST_ALL;- 外交コスト： %s%.0f\%%\n;- Diplomatic missions cost: %s%.0f\%%\n;;;;;;;;;X
MIN_DIPLO_DEMOCRACIES;対象国の政体が民主主義：\n;Target government is a democracy:\n;;;;;;;;;X
MIN_DIPLO_DICTATORSHIPS;対象国の政体が独裁主義：\n;Target government is a dictatorship:\n;;;;;;;;;X
MIN_DIPLO_CLOSE_IDEOLOGY;対象国の政体が類似したイデオロギー：\n;Target government has a close ideology:\n;;;;;;;;;X
MIN_SPY_DAILY_MAINTENANCE;日々の諜報費用;Intelligence Daily Cost;;;;;;;;;X
MIN_SPY_SINGLE;- %s %s： %s%.0f\%%\n;- %s %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_ALL;- 諜報任務%s： %s%.0f\%%\n;- Intelligence missions %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_ALL_AGAINST_US;- 我が国に対する諜報任務%s： %s%.0f\%%\n;- Intelligence missions against us %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_COST_HOME_ALL;- 諜報維持コスト： %s%.0f\%%\n;- Intelligence maintenance and funding cost: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_INTELLIGENCE_REPORT;- %s諜報報告の正確さ： %s%.0f\n;- %s Intelligence report accuracy: %s%.0f\n;;;;;;;;;X
MIN_SPY_INTELLIGENCE_REPORTS;- 諜報報告の正確さ： %s%.0f\n;- Intelligence reports accuracy: %s%.0f\n;;;;;;;;;X
MIN_SPY_INTELLIGENCE;- 情報機関： %s%.0f\%%\n;- Intelligence: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_FOREIGN_INTELLIGENCE;- 対外諜報： %s%.0f\%%\n;- Foreign intelligence: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_COUNTER_INTELLIGENCE;- 防諜： %s%.0f\%%\n;- Counter intelligence: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_STEAL_BLUEPRINT_US;- 設計図が奪取された%s ： %s%.0f\%%\n;- Steal BP from us %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_MINISTER_ASSASSINATION_US;- 我が国の大臣暗殺%s： %s%.0f\%%\n;- Assassinate our ministers %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_SMEAR_CAMPAIGN_US;- 我が国に対する中傷工作%s： %s%.0f\%%\n;- Smear campaign against our country %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_SABOTAGE_INDUSTRY_US;- 産業に対する妨害%s： %s%.0f\%%\n;- Sabotage our industry %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_NUCLEAR_SABOTAGE_US;- 格兵器に対する妨害%s： %s%.0f\%%\n;- Sabotage our nukes %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_COUP_US;- クーデター%s： %s%.0f\%%\n;- Coup us %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_FUND_PARTISANS_US;- 我が国の反乱軍への資金援助%s： %s%.0f\%%\n;- Fund partisans in our country %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_MASSMEDIA_US;- 我が国対する国際世論の操作%s： %s%.0f\%%\n;- Global manipulation against us %s: %s%.0f\%%\n;;;;;;;;;X
MIN_SPY_DISRUPT_TECHTEAM_US;- 我が国の研究機関への妨害%s： %s%.0f\%%\n;- Disrupt our techteams %s: %s%.0f\%%\n;;;;;;;;;X
MIN_LEADER_SKILL_EFF;- 司令官のスキル効率： %s%.0f\%%\n;- Leader skill efficiency: %s%.0f\%%\n;;;;;;;;;X
MIN_DISSENT_GROWTH;- 国民不満度の上昇率： %s%.0f\%%\n;- Dissent growth rate: %s%.0f\%%\n;;;;;;;;;X
MIN_LAND_UNIT_SPEED;- 陸上ユニットの行軍速度： %s%.0f\%%\n;- Land unit speed: %s%.0f\%%\n;;;;;;;;;X
MIN_TC_BONUS;- 輸送能力： %s%.0f\%%\n;- Transport capacity: %s%.0f\%%\n;;;;;;;;;X
MIN_NAVAL_DETECTION;- 海軍の索敵能力： %s%.0f\%%\n;- Naval detection: %s%.0f\%%\n;;;;;;;;;X
MIN_CONVOY_DETECTION;- 輸送船団の索敵能力： %s%.0f\n;- Convoy detection: %s%.0f\n;;;;;;;;;X
MIN_UNITS_DETECTION;- 軍情報部： %s%.0f\%%\n;- Army Intelligence: %s%.0f\%%\n;;;;;;;;;X
MIN_WAR_BELLIGERENCE;- 戦時における好戦性：1か月あたり%s%.1f\n;- Wartime Belligerence: %s%.1f per month\n;;;;;;;;;X
MIN_PEACE_BELLIGERENCE;- 平時における好戦性：1か月あたり%s%.1f\n;- Peacetime Belligerence: %s%.1f per month\n;;;;;;;;;X
MIN_DOW_BELLIGERENCE;- 宣戦布告するのに必要な好戦性： %s%.0f\%%\n;- Belligerence required to DoW: %s%.0f\%%\n;;;;;;;;;X
MIN_NATIONAL_MP_GROWTH;- 労働力の伸び： %s%.0f\%%\n;- Manpower growth: %s%.0f\%%\n;;;;;;;;;X
MIN_FOREIGN_MP_USE;- 外国労働力の使用： %s%.0f\%%\n;- Foreign manpower use: %s%.0f\%%\n;;;;;;;;;X
MIN_SUPPLY_CONSUMPTION;- 物資消費量： %s%.0f\%%\n;- Supply consumption: %s%.0f\%%\n;;;;;;;;;X
MIN_STOCKPILE_MODIFIER;- %s%s備蓄： %s%.0f\%%\n;- %s%sStockpile: %s%.0f\%%\n;;;;;;;;;X
MIN_STOCKPILE_PEACE;平時;Peace-time ;;;;;;;;;X
MIN_STOCKPILE_WAR;戦時;War-time ;;;;;;;;;X
MIN_STOCKPILE_OIL_AND_SUPPLIES;石油と物資;Oil and Supplies ;;;;;;;;;X
MIN_STOCKPILE_INDUSTRY_RESOURCES;産業用資源;Industry Resources ;;;;;;;;;X
##;;;;;;;;;;;X
STOCKPILE_LEVELS_LABEL;基準備蓄量;Stockpile Levels;;;;;;;;;X
STOCKPILE_LEVELS_HELP;「基準備蓄量」は動的であり、日々の需要予測を基準にした全ての資源です。「基準備蓄量」は内政、技術、貿易を含む多くの要素と戦時中であるかということも影響を受けます。また、「基準備蓄量」は特定の特性を持つ大臣の影響で修正されます。「最大備蓄量」を超過した備蓄は一定の割合が破棄されます。;Stockpile levels are dynamic and based on estimated daily needs for all resources. Levels can be affected by many factors including domestic policy, technologies, trade preferences, and whether the country is at war. Some ministers can also influence stockpile levels.;;;;;;;;;X
##;;;;;;;;;;;X
DECISIONS_LIST;ディシジョン：;Decisions:;;;;;;;;;X
DECISION_TITLE;%s;%s;;;;;;;;;X
DECISION_ACTIVE_IRO;このディシジョンは実施が可能です！;We are ready to make that decision!;;;;;;;;;X
DECISION_INACTIVE_IRO;このディシジョンはまだ実施できない！;We are not ready for this decision yet!;;;;;;;;;X
DCLI_DATE_IRO;リストを史実の日付順に並べ替え。;Sort the list by historical date.;;;;;;;;;X
DCLI_STATUS_IRO;リストを選択可能順に並べ替え。;Sort the list by current status.;;;;;;;;;X
BVD_IRO;ディシジョンを見る;View decisions.;;;;;;;;;X
BVD_DRO;ディシジョンリスト - 選択可能か否か、;List of decisions - active and not yet, that we could take.;;;;;;;;;X
CANCEL_DECISION_BTN;キャンセル;Cancel;;;;;;;;;X
CANCEL_DECISION_TEXT;まだその時ではない;It's not the right time yet!;;;;;;;;;X
##;;;;;;;;;;;X
##;;;;;;;;;;;X
## DH 1.02;;;;;;;;;;;X
EYR_RES_CNVOUT;輸送船団による搬出;Convoyed Out;;;;;;;;;X
TC_COUNTRY_AT_WAR;%sが戦時である。\n;%s is at war\n;;;;;;;;;X
TCNOT_COUNTRY_AT_WAR;%sが平時である。\n;%s is at peace\n;;;;;;;;;X
EE_SECEDE_1;「%s」を現在支配している国家に割譲する。;Secede %s to the country currently controling it.;;;;;;;;;X
EE_SECEDE_AREA_1;地域「%s」にあるプロヴィンスを現在支配している国家に割譲する。;Secede provinces in %s area to countries currently in control of these.;;;;;;;;;X
EE_SECEDE_REGION_1;地方「%s」にあるプロヴィンスを現在支配している国家に割譲する。;Secede provinces in %s region to countries currently in control of these.;;;;;;;;;X
EE_SECEDE_2;「%s」を元の所有国家に返還する。;Secede %s to the country currently owning it.;;;;;;;;;X
EE_SECEDE_AREA_2;地域「%s」にあるプロヴィンスを元の所有国家に返還する。;Secede provinces in %s area to countries currently owning each of these.;;;;;;;;;X
EE_SECEDE_REGION_2;地方「%s」にあるプロヴィンスを元の所有国家に返還する。;Secede provinces in %s region to countries currently owning each of these.;;;;;;;;;X
EE_EVENT;イベント「%s」を%sで%d日後に発動する。;Trigger the '%s' Event for %s in %d day(s).;;;;;;;;;X
DOM_DISSENT_ON_RELEASE;傀儡国解放時の国民不満度上昇率： %s%.1f\%%\n;Release Puppet Dissent: %s%.1f\%%\n;;;;;;;;;X
TC_IN_ALLIANCE;%sが他国と同盟している。\n;%s is allied to at least one other country\n;;;;;;;;;X
TCNOT_IN_ALLIANCE;%sがいかなる同盟もしていない。\n;%s is not allied to any other countries\n;;;;;;;;;X
UPGRADE_PATH_OWN;%s  %s-%.0f  ： %.2f * %.0f = %.2f;%s  %s-%.0f  : %.2f * %.0f = %.2f;;;;;;;;;X
UPGRADE_PATH_FOREIGN;%s  %s-%d;%s  %s-%d;;;;;;;;;X
UPGRADE_PATH_DISABLED; 改良は不可能;Upgrade not possible;;;;;;;;;X
UPGRADE_PATH_OFF; 改良禁止;Do not upgrade;;;;;;;;;X
UPGRADE_PATH_IRO;改良方針の変更：項目の読み方\n記号「+/-」：改良可否\n「ユニットの種類」-「型式」：「必要IC」*「必要日数」=\n「総コスト」;Change upgrade path\n+/- Type-Model  :  Cost * Days = ICDays;;;;;;;;;X
UPGRADE_PATH_DRO; 詳しい説明\n 記号「+」：すぐに開始できる改良。\n 記号「-」：現在有効ではないユニット型式またはユニット\n種類。\n 「ユニット種類」：改良できるユニットの種類を示します。\n 別の種類のユニットに改良出来る場合があります。\n 「ユニット型式」：改良できる最新型を示します。\n 「必要IC」：改良に必要な一日当たりのICを示します。\n 「必要日数」：改良が完了するまでの合計日数を示します。\n 「総コスト」：改良に必要な合計コストを示します。\n\n 『注意』\n （１）改良方針の変更を実施すると現在の進行中の改良進捗がリセットされます。\n （２）改良方針の変更は現在選択中のユニットのみ適用されます。\n （３）ユニット種類の変更を実施するとその時点で使用可能な最新型へ改良されます。; + : Upgrade can start immediately\n - : Model or unit type not available yet\n Type : Upgrade to unit type\n Model : Upgrade to Model\n Cost : Upgrade cost per day\n Days : Total days required for upgrade to complete\n ICDays : Total cost for upgrade\n\nNOTES:\n * On change any current upgrade progress will be lost!\n * Upgrade path can be changed only for own units!\n * On type change unit upgrades to the latest available model.;;;;;;;;;X
DETACH_SELLECT_IRO;分離する旅団を選んで下さい。;Select this brigade for detachment.;;;;;;;;;X
DETACH_SELLECT_DRO;複数選択が許可されている場合があります。;Multiple selection is allowed.;;;;;;;;;X
EE_WMINISTER;大臣%sは使用可能です。;%s minister becomes available.;;;;;;;;;X
BM_OUT_OF_FUEL;燃料切れ;Fuel shortage;;;;;;;;;X
EE_OUT_OF_FUEL_SPEED;燃料切れ時の速度;Out of Fuel Speed;;;;;;;;;X
EE_OUT_OF_FUEL_COMBAT_MOD;燃料切れ時の戦闘修正;Out of Fuel Combat Modifier;;;;;;;;;X
EE_OUT_OF_SUPPLY_COMBAT_MOD;物資切れ時の戦闘修正;Out of Supply Combat Modifier;;;;;;;;;X
EE_DEMOBILIZE_1;配備中の%sを%d個残して全て破棄する;Reduce our active %s to %d at most.;;;;;;;;;X
EE_DEMOBILIZE_2;配備中の%sを%d個破棄する;Reduce our active %s with up to %d.;;;;;;;;;X
DETACH_DISABLED_IRO;この旅団は分離させることが出来ない。;This brigade cannot be detached.;;;;;;;;;X
## DH 1.03;;;;;;;;;;;X
RULES_PROV_BUILD_DISABLED_IRO;この建造物は特定のプロヴィンスに対するプロヴィンス表示にのみ表示されます。;This type of building can be ordered for production only from 'Province view' for a specific province.;;;;;;;;;X
RULES_PROV_BUILD_DISABLED_DRO;ゲーム用マップを開き、この建設物を建てたいプロヴィンスを選択して、建設ボタンを押します。または右クリックして出てくるメニューから選択します。;Go to game map, select the province you want to order this building to and press the building button or select it from the Right-click menu.;;;;;;;;;X
EE_STRENGTH_CAP_1;配備中の全ての%sの最大戦力を%.1f\%%にセットする。;Set Max Strength of all active %s to %.1f\%%.;;;;;;;;;X
EE_STRENGTH_CAP_2;配備中の%sの最大戦力を%.1f\%%にセットする。;Set Max Strength of %s to %.1f\%%.;;;;;;;;;X
EE_STRENGTH_CAP_3;全ての%sの最大戦力：%+.1f\%%;Max Strength of all active %s: %+.1f\%%.;;;;;;;;;X
EE_STRENGTH_CAP_4;%sの最大戦力：%+.1f\%%;Max Strength of %s: %+.1f\%%.;;;;;;;;;X
EE_CLEAR_ATTACK;晴天攻撃;Clear Attack;;;;;;;;;X
EE_PLAIN_ATTACK;平地攻撃;Plain Attack;;;;;;;;;X
EE_CLEAR_DEFENSE;晴天防御;Clear Defense;;;;;;;;;X
EE_PLAIN_DEFENSE;平地防御;Plain Defense;;;;;;;;;X
EE_CLEAR_MOVE;晴天移動;Clear Move;;;;;;;;;X
EE_PLAIN_MOVE;平地移動;Plain Move;;;;;;;;;X
BM_CLEAR;晴天;Clear;;;;;;;;;X
BM_PLAIN;平地;Plains;;;;;;;;;X
EYR_ATTACK;攻撃;Attack;;;;;;;;;X
EYR_DEFENCE;防御;Defense;;;;;;;;;X
EYR_MOVE;移動;Move;;;;;;;;;X
EYR_ACTION;行動;Action;;;;;;;;;X
EYR_CLEAR;晴天;Clear;;;;;;;;;X
EYR_BLIZZARD;吹雪;Blizzard;;;;;;;;;X
EYR_SNOW;降雪;Snow;;;;;;;;;X
EYR_FROZEN;氷点下;Frozen;;;;;;;;;X
EYR_RAIN;雨天;Rain;;;;;;;;;X
EYR_STORM;荒天;Storm;;;;;;;;;X
EYR_MUDDY;泥濘;Muddy;;;;;;;;;X
EYR_NIGHT;夜間;Night;;;;;;;;;X
EYR_PLAIN;平地;Plains;;;;;;;;;X
EYR_DESERT;砂漠;Desert;;;;;;;;;X
EYR_MOUNTAIN;山岳;Mountain;;;;;;;;;X
EYR_HILLS;丘陵;Hills;;;;;;;;;X
EYR_FOREST;森林;Forest;;;;;;;;;X
EYR_JUNGLE;密林;Jungle;;;;;;;;;X
EYR_MARSH;湿地;Marsh;;;;;;;;;X
EYR_URBAN;市街地;Urban;;;;;;;;;X
OVERVIEWBUTTON2_IRO;この画面は、技術および国家が様々な任務や攻撃でどれくらい修正されるか変数の概要を表示します。;This screen gives a brief overview of global variables modified by technology and how good your nation is at various missions and attacks.;;;;;;;;;X
OVERVIEWUNITSBUTTON_IRO;この画面は、生産可能なユニットの型式を表示します。;This screen lists what types of units can be built.;;;;;;;;;X
OVERVIEWBRIGADESSBUTTON_IRO;この画面は、生産可能な旅団の型式を表示します。;This screen lists what types of brigades can be built.;;;;;;;;;X
TECHOVERVIEWUNITS_BTN;ユニット;Units;;;;;;;;;X
TECHOVERVIEWBRIGADES_BTN;旅団;Brigades;;;;;;;;;X
EYR_LAND_BRIG;陸軍旅団修正;Land Brigade Modifiers;;;;;;;;;X
EYR_NAVAL_BRIG;海軍旅団修正;Naval Brigade Modifiers;;;;;;;;;X
EYR_AIR_BRIG;空軍旅団修正;Air Brigade Modifiers;;;;;;;;;X
EYR_CLEAR_ATTACK;晴天攻撃;Clear Attack;;;;;;;;;X
EYR_PLAIN_ATTACK;平地攻撃;Plain Attack;;;;;;;;;X
EYR_CLEAR_DEFENSE;晴天防御;Clear Defense;;;;;;;;;X
EYR_PLAIN_DEFENSE;平地防御;Plain Defense;;;;;;;;;X
EYR_CLEAR_MOVE;晴天移動;Clear Move;;;;;;;;;X
EYR_PLAIN_MOVE;平地移動;Plain Move;;;;;;;;;X
EYR_BLIZZARD_ATTACK;吹雪攻撃;Blizzard Attack;;;;;;;;;X
EYR_SNOW_ATTACK;降雪攻撃;Snow Attack;;;;;;;;;X
EYR_FROZEN_ATTACK;氷点下攻撃;Frozen Attack;;;;;;;;;X
EYR_RAIN_ATTACK;雨天攻撃;Rain Attack;;;;;;;;;X
EYR_STORM_ATTACK;荒天攻撃;Storm Attack;;;;;;;;;X
EYR_MUDDY_ATTACK;泥濘地攻撃;Muddy Attack;;;;;;;;;X
EYR_NIGHT_ATTACK;夜間攻撃;Night Attack;;;;;;;;;X
EYR_DESERT_ATTACK;砂漠攻撃;Desert Attack;;;;;;;;;X
EYR_MOUNTAIN_ATTACK;山岳攻撃;Mountain Attack;;;;;;;;;X
EYR_HILL_ATTACK;丘陵攻撃;Hill Attack;;;;;;;;;X
EYR_FOREST_ATTACK;森林攻撃;Forest Attack;;;;;;;;;X
EYR_JUNGLE_ATTACK;密林攻撃;Jungle Attack;;;;;;;;;X
EYR_SWAMP_ATTACK;湿地攻撃;Swamp Attack;;;;;;;;;X
EYR_URBAN_ATTACK;市街地攻撃;Urban Attack;;;;;;;;;X
EYR_RIVER_ATTACK;渡河攻撃;River Attack;;;;;;;;;X
EYR_SHORE_ATTACK;湾岸攻撃;Shore Attack;;;;;;;;;X
EYR_FORT_ATTACK;要塞攻撃;Fort Attack;;;;;;;;;X
EYR_BLIZZARD_DEFENSE;吹雪防御;Blizzard Defense;;;;;;;;;X
EYR_SNOW_DEFENSE;降雪防御;Snow Defense;;;;;;;;;X
EYR_FROZEN_DEFENSE;氷点下防御;Frozen Defense;;;;;;;;;X
EYR_RAIN_DEFENSE;雨天防御;Rain Defense;;;;;;;;;X
EYR_STORM_DEFENSE;荒天防御;Storm Defense;;;;;;;;;X
EYR_MUDDY_DEFENSE;泥濘地防御;Muddy Defense;;;;;;;;;X
EYR_NIGHT_DEFENSE;夜間防御;Night Defense;;;;;;;;;X
EYR_DESERT_DEFENSE;砂漠防御;Desert Defense;;;;;;;;;X
